Text,Label
This was what I was looking for most at PAX East next week.  Even I am not as mad as some of these dummos in the comments tho,Neutral
Remember when as a private citizen Donald Trump accused Obama of being lax because he evacuated some Americans from Africa during the Ebola crisis? https://t.co/4Dkjl8vWyg,Neutral
#regionetoscana #SARSCoV2 #coronavirus #COVID2019      When will the coronavirus outbreak peak? https://t.co/pfaWFxF1hT,Neutral
The Australian passengers rescued from a coronavirus-stricken cruise ship in Japan are right now arriving at their quarantine station in Darwin.  Those on board will be screened for symptoms of the virus five times: https://t.co/Tx9yBfomY2 #9News https://t.co/186KFYU43Y,Neutral
Why a coronavirus diagnosis is not a certain death sentence and more coronavirus myths debunked https://t.co/qgbbS4Nw24,Neutral
A Japanese professor who gained access to the Diamond Princess cruise ship says he was shocked by the lack of coronavirus infection control measures on board. https://t.co/cKxQT5T07v,Neutral
This is Iran... What will happen in Indonesia when the outbreak comes,Neutral
"""Viruses know no borders, no political affiliation... making the decision to use this crisis as an opportunity to appoint Xia Baolong, a notorious ideological hardliner to the HK and Macau Affairs Office, all the more perplexing."" @RepTedYoho @HongKongFP https://t.co/On63UDM4tW",Neutral
LATEST: 2 people who were on a quarantined cruise ship in Japan have died after contracting coronavirus. https://t.co/trjOuqKkA5,Neutral
This is our future dystopia ahead. #1984 #Orwellian,Neutral
"Red Guards 2 - the Sequel, wear a mask ( even though they’re pretty useless) Or else! #coronavirus https://t.co/fXarFkfYct",Neutral
"Chinese consumers slam @Amazon for selling clothes and mugs featuring the slogan “#Coronavirus made in China,” which many have found offensive and are demanding an explanation from the US e-commerce platform. #amazon #COVID19  https://t.co/NRfbelcAy8 https://t.co/IInz0Vd9dx",Neutral
#Texas-based company claims to have completed #coronavirus vaccine. https://t.co/bnEDrXcyzz #COVID #CDC #WorldHealthOrganization,Neutral
"“We stand together looking for the dawn. Everything will be fine.” Chinese singer-actor #ZhangYixing’s single “It Will Be Fine” co-created with his fans was released on Thursday, cheering up people during the fight against the novel #coronavirus. #COVID19 @XingPark @XbackINA https://t.co/eh4V5suy9y",Neutral
Parents of Pakistani students stuck in China after the Coronavirus outbreak protest as govt advisors Zulfi Bokhari and Zafar Mirza run away from the presser. https://t.co/329ytvTUqK,Neutral
"ICYMI on @CBS7News: In March, as Chairman of @SenateCommerce’s Subcommitee on Aviation &amp; Space, I will hold a hearing to learn more about the global outbreak of the novel #coronavirus &amp; discuss what steps Congress can take to help contain the disease. https://t.co/QaJ3WCmjEr",Neutral
I’d like to share what it’s like on board the Diamond Princess cruise. Please use this page to exchange info. #DiamondPrincess #coronavirus https://t.co/wRLdy63suj,Neutral
More #coronavirus cases in Iran's Qom; religious gatherings under... https://t.co/FeYxTGPIBv #covid-19,Neutral
BBC News - Coronavirus : South Korean sect identified as hotbed https://t.co/vnnOsFnQdY,Neutral
BBC News - Coronavirus : South Korean sect identified as hotbed https://t.co/qfkRFSYYl8,Neutral
"Corona can fool the test kit – there were cases that they found, the CT scan shows both lungs are fully infected but the test came back negative four times,” the whistleblower said. “The fifth test came back positive.”..   https://t.co/NixYnWvCTQ",Neutral
The Chinese Communist Party's dishonesty caused the coronavirus outbreak to spiral out of control. Now it has chosen dishonesty yet again by kicking out foreign journalists over a fake provocation.,Anti-Asian Hate
The beginning of #CoronaVirus.  https://t.co/5Ep15lLcom,Neutral
@Hilarx This is a great reminder. I hope that it doesn’t spread to my town of Spokane but we are getting 5 patients at our local hospital in Spokane that have the Coronavirus. Thankfully the hospital is equipped to handle them. https://t.co/vNySTw4IAN,Neutral
"WHO confirms over 2,000 coronavirus fatalities as two quarantined cruise ship passengers die https://t.co/Xf6k0h0Qqk",Neutral
Just take Piriton to reduce the itching,Neutral
Everybody thank Corona-chan for her hard work in reducing carbon emissions.,Neutral
if we change the human DNA #ThursdayMotivation #DNA #TheDestinyOfLife #SocialJusticeDay #human #DelhiRiots2020 #coronavirus #China #IndiaAgainstCAA   if we change the human DNA .. click hear to this link to know everything    https://t.co/4kIjKKbsd7 https://t.co/2NmYipKTW9,Neutral
"@JohnnyYoussef7 @malkaavram @EretzIsrael4Evr @AnastasiaKLynch @dlsmith0817 @BaronieSisters @dorrit_r @Mabigbelio @yKWYRKmdLaRQdZ8 @raiya_zak @g_bensinger @Rationalist06 @TheantiantiZio1 @M0sstr00per @Kidon_Sayanim @FULHAMFRENCHIE @JackamoRoad @Bluebeard67 @DSDloveyou @StoliMark @Claudia_Kealoha @Catheri74731631 @AnnieHailey8 @Anticonspiracy2 @Addamo4 @AngryScreed @Immort4l_Legacy @VeronicaTalbot9 @TikvaHerzl @MactavishKev @mr_shy10 @NSRoundtable @DohanyJulian @Sunboyonthesun @merohassan1964 @FOYS75 @PizzaGateLibya @hausen_robert @4hala @coaxialcreature @MiketheDog11 @Never_Again_UK_ @ClaudalieM @SterviaAdel @EthanSchaa @MoBakir444 @DJT4MoreYears @RealJamesWoods @KayaJones @AmyMek Israel May have had a breakthrough to combating the #coronavirus and we need to keep this away from all BDS supporters and anti israel nations, which means no UN,  https://t.co/02Cw0e0MIh",Neutral
went to asia during the coronavirus outbreak and now it’s likely to spread in the US? this shit is following me but I guess I’m never going back to america :),Neutral
Only difference is that we don't have 60+ years of anti imperialism propaganda. Because it's the same thing the west loses its shit over China.,Neutral
This Coronavirus shit was on purpose. Above heard anything about the Chinese protests lately?,Anti-Asian Hate
@Breaking911 Stupid just stupid  Haven't you heard 11 Chinese Nationals with Coronavirus were caught trying to cross the border illegally in the back of a truck. If the border is open HOW DO WE STOP THE VIRUS FROM SPREADING? WAKE UP AMERICA,Anti-Asian Hate
@SimbaTirima @BwanaMdogo1 We racist think our country has no capacity to deal with Coronavirus.. And we racist feel our people need to be protected.. And allowing Chinese from China in is a RISK,Neutral
Black people really out here being racist towards Asians because of the coronavirus like we wasnt ready to go to war back when people said petty shit to us about Ebola..,Neutral
we all getting coronavirus all cause some niggas in china wanna eat fucking bat soup 😐,Anti-Asian Hate
Nah fr he act like he don’t give af but banned African countries that aren’t a threat but have not banned Asian countries smh !,Neutral
"there was another hate crime in nyc as well, another one against asians. the coronavirus outbreak GIVES YOU NO RIGHT TO BE RACIST.",Neutral
The coronavirus is one hundred percent made in a lab look into patient zero. They didn’t get it from eating fucking bat soup.  This isn’t a conspiracy theory.  You really think China is telling the truth? Fuck no!,Anti-Asian Hate
"I'm CONFUSED. IF THE VIRUS IS TRANSMITTED HUMAN TO HUMAN BUT THERE ARE NO HUMANS ON THE STREETS BECAUSE OF THE 60M PPL QUARANTINE, THEN WHY ARE THEY SPRAYING THE STREETS?  Another video of chemical disinfection in the streets of Wuhan #coronavirus  https://t.co/aRlkNuNIhS 01 #FBR",Neutral
"So fucking stupid. This virus is ALL on China and their communist regime. Linking it, the market sell off, and the upcoming recession BECAUSE of the virus to Trump is just pathetic.",Anti-Asian Hate
"Nicaragua: ""It is very important, because from our country it is more complex to travel to the countries of Asia or Europe, but the movement at the level of Latin America, with countries of South America is more fluid"" said Dr. Reyes https://t.co/JFwuVrKTn4 #sarscov2 #covid19",Neutral
Yesterday my husband had to give a Chinese colleague’s talk because the colleague couldn’t travel due to the coronavirus outbreak. This shit is going to be disruptive.,Neutral
"Media: ""OMG #CORONAVIRUS IS GOING TO KILL US ALL!""  Two months after the disease broke out the total number of deaths outside China stands at 69 people.   Just for perspective, the common flu kills 156 people on a daily basis.   Enough with the manufactured hysteria. #COVIDー19",Neutral
coronavirus really said fuck you teah you’re not going to japan anymore no more fucking tokyo banana for you fucking chink,Anti-Asian Hate
POPS GOT THAT CHINK FLU,Anti-Asian Hate
The race to bioweapons is on.. after the coronavirus it will be war against the beast. All jokes aside nobody is even watching what they’re doing in China rn. Treating humans like dogs. Soon they will even be killing people and burning them. 10+ mil people will die,Anti-Asian Hate
@Sherko7928 @commiecunt True  hope yawl get #covid19  mutate on satanic dick inside baby   Pigs of Hell do this  then kill,Neutral
"Wow, great seeing Senator Kennedy of Louisiana going at the trump head of Homeland security because he can't answer basic questions about the Coronavirus outbreak. Could this finally be a chink in the trump armor? I hope no one has to die to wake these Repugs up.",Neutral
"@XennialInformer @realDonaldTrump The #Bernie #Clinton #progressive #leftists #socialists #democrats in #America want a open #border. If anything, their demand for no border #wall could lead to many #infected crossing over #anonymously into America! :lol #coronavirus #covivd19 #covid_19 #wuhanvirus",Neutral
"@cullenenn I texted over the weekend Bernie needs two things to win in Nov.  Turnout and chinks in the economy.  He has #2.  No doubt we are headed for a global recession.  Coronavirus is a mini 9/11 reaction wise.  Fear, fear, fear leads to change.",Neutral
The race to bioweapons is on.. after the coronavirus it will be war against the beast. All jokes aside nobody is even watching what they’re doing in China rn. Treating humans like dogs. Soon they will even be killing people and burning them. 10+ people will die,Anti-Asian Hate
@tedlieu Let’s be honest “Ted”. (More like Ching Chong Ping Pong amirite?). If you weren’t Asian you’d be out on the streets discriminating and kicking their asses like the rest of us! #coronavirususa  #coronavirus,Anti-Asian Hate
"Seriously, FUCK CHINA as it is now.  A nation ruled by bunch of  lying degenerates. Long live freedom!  #China #FuckChina #Czech #COVID19 #CoronavirusOutbreak",Anti-Asian Hate
@BernieSanders I’m a Latina and I take offense to you pandering free marijuana you’ve just profiled  black and Mexican community like saying if I promise free pot and food stamps I’ll get the votes of dumb whacked out blacks / Latinos 😡 keep your welfare I work for mine commie,Neutral
@DrTedros @WHO Shut the fuck up plz! #WHO #ChinaCoronaVirus #WuhanVirus #China_is_terrorist #COVID19 https://t.co/K5vS5cqOLX,Anti-Asian Hate
@SenSchumer @SenateDems @SenateGOP Ok Democrats enough is enough everyone is not political correct I’ve had enough lies not afraid to speak up I don’t want Spicks and Chinks here President Trump is doing a hell of a good job leave him alone we are not stupid enough to fall for this The Coronavirus,Anti-Asian Hate
"@emerysmith33 @ConsciousExpos @YourMotherGaia @JChurchRadio Good to see you still kicking ass Emery! I’d love to hear your 2cents on coronavirus, if you think it’s real, the bioweapons theory, your experiences with similar things in the past, and best advice to stay safe. Thank you and I’m so glad to follow you!🤝🎩",Neutral
You are right. But it still completely pisses me off. Plus the market. I lost my ass 3 days in a row. I am so stupid. I am pissed. #FUBS #BERNIEISACOMMIE,Neutral
Dear #CoronaVirus please come to India   We feel proud to killed by u rather than killed by Mentally Sick Rioters!   #DelhiRiots2020 #Delhigenocide #CoronaVirusUpdates #CoronavirusOutbreak #coronavirusus #ChinaVirus   @BhavikaKapoor5 @anuragkashyap72 @anuragkashyap72 @ReallySwara,Neutral
"IF THIS GOES ANY FURTHER, WITH CORONA VIRUS; THIS BAD! I'D EXPELL EVERY DANG CHINAMAN, EVERY CHINESE BUSINESS OUT OF OUR COUNTRY! WHAT A BUNCH OF BULL-SHIT! GOVT TOO DAMN SLOW!",Anti-Asian Hate
"WHEN I WAS TOLD THERE WOULD BE BIOWEAPONS, I WAS HOPING FOR FUCKING ZOMBIES AND MUTANTS NOT GOD DAMN FLU BASED HEART ATTACKS!",Neutral
5 viruses more dangerous than the new coronavirus https://t.co/TTavczPHUJ  #COVIDー19 #coronavirususa #CoronaVirus #CoronaVirusUpdates #MakeAmericaSmartAgain #coronavirus #CoronavirusOutbreak #coronavirues  #COVID2019 #WuhanLockDown #WuhanCoronovirus #WuFlu #WuhanPneumonia https://t.co/97Mpa6S8jv,Neutral
"@aksh393 @siddiqbashar @danielslim @BBCWorld The ""heaven"" is already reporting a pandemic of coronavirus, God is preparing a meeting in the UN, to complaining the number of jihadists asking for virgins and victims of deadly bioweapons are ruining the lines of register in paradise.",Neutral
The virus is a mathematician! It can kill 2.1% people accurately. ▪️ #ChinaLies #CCP #Chinazi #BoycottChina #WuhanCoronavirusOutbreak #AnywherebutChina.▪️,Anti-Asian Hate
"Clorox Healthcare Multi-Surface Quat Alcohol Cleaner Disinfectant Wipes, 100 Count Canister https://t.co/CqJLu8zZd9 #ad #coronavirus #coronaoutbreak #wuhanflu #chinaflu #flu #virus #CoronavirusOutbreak #coronaviruswuhan #COVID2019 #CoronavirusUSA #pandemic #COVIDー19",Neutral
#SouthKorea went from 5 cases to 1600 in 6 days. #Italy is right behind them. #Coronavirus #CoronavirusOutbreak #SARSCoV2 #Covid19 #Bioweapon #coronavirusUSA #coronavirusJapan #Coronavirustruth #coronavirusChina #coronavirusSouthKorea #coronavirusIran #coronavirusItaly,Neutral
#China's #Coronavirus cases surge to 400 in #Italy https://t.co/X5s5pCeQaF #FreeTibet #FreeHK #CCP #COVID19 #XiVirus #ChinaVirus #CoronaRevolution #FreePress #KarmaVirus,Neutral
Just #SSayNo2Ducks... They're infected. Bioweapons. https://t.co/WUHyJGcFPs,Neutral
"@realDonaldTrump @CNN @CDCgov Both Trump and the Chinese government thinks Coronavirus is not that bad. Yup, we see how that turns out in China. It’s more threatening then the commies Trump supporters are scared shitless about. But yet, Trump going to take the backseat and divert funds from CDC to the wall?!?",Neutral
"Did you know many civilizations existed before us?  Fact is-""History Repeats Itself"" And it looks like humanity is at the verge of self destruction. Love &amp; Light earthlings. #Govtbioweapons  #coronaviruskenya  #JKIA",Neutral
This gives everyone great confidence ↘️   Clamping down on information sounds like a 3rd world commie regime.,Neutral
"People actually think the coronavirus is a bioweapon. Considering it's fatality rate and how people generally recover from it in a matter of weeks, yeah. Suuuuch a good bioweapon, so effective and not just a rubbish scaremonger theory. Feck off.",Neutral
What if we just called it #chinavirus instead of #coronavirus,Neutral
"@AOC Between coronavirus and socialism//Communism/Marxism, the death toll tilts to the side of the commies.  Yet that’s what you prefer.  I’d rather  drink from the glass of the virus sufferer than put you in real power.",Neutral
"Yesterday it was 2800, today 2747 deaths in #ChinaCoronaVirus, can't trust more. #CoronavirusOutbreak #ChinaVirus #coronavirus #coronaviruschina #coronavirusaustralia #Coronaviruspakistan #coronavirusWHO #coronavirusindia #coronavirussingapore #PakistanRetaliationDay https://t.co/Hjx81ofNhP",Neutral
"Time to blame America and get their people willing to destroy the US. When, most likely, it was/is a Chinese #CCP #Falseflag.   #EMPReady ?  #coronavirus  #COVID19  #BioWeapon",Neutral
@NSF @UCBerkeley Still pushing the Bat Soup BS?  #Coronavirus #Bioweapon #CaptainTrips #TheStand,Neutral
Coronavirus Live Updates: New Cases Light Up the Map as Nations Brace for Outbreaks https://t.co/0EBM841l9c #coronavirus #2019nCoV #virus #chinavirus #wuhan #sos #COVID19,Neutral
"@XHNews The part that states owned media like #xinhua, claiming #coronavirus is a bioweapon sent to China by the US!",Neutral
@ScottMcCann1 Be careful what you wish for boomer in nyc. You could be next and match the demographic targeted by bioweapon coronavirus. Its not just innmates who would be poisoned.,Neutral
🔥Check out this news! #coronavirus #COVID_19 #COVID19 #COVIDー19 #Wuhan #coronaviruschina #WuhanCoronavirus #ChinaVirus &gt;share and RT! https://t.co/i4QE0GA26u,Neutral
Just read a fb argument between ppl arguing that coronavirus is a scam made by Bernie because he’s a socialist and trying to scare everyone with a “commie virus” into health care for all. 🤦‍♀️🤦‍♀️🤦‍♀️ I think I literally just lost brain cells.,Neutral
OPERATION CORONAVIRUS PANDEMIC: Why the bioweapon was launched (Video) https://t.co/k1vX7UwSN9,Neutral
"@WHO @DrTedros The #UnitedNations has legitimacy crisis, now @DrTedros dealing with #China's #COVIDー19 make more worsen.  https://t.co/j81VGXrh9y #FreeTibet #FreeHK #CCP #COVID19 #XiVirus #ChinaVirus #CoronaRevolution #FreePress #KarmaVirus https://t.co/VZaXCaMj3s",Neutral
#Chinese #Coronavirus: International cases climb with at least 39 countries and regions affected  https://t.co/PrAK1H4ZrQ #china #chinesefood #Chinatown #ChinaVirus #coronavirusupdate #tsa,Neutral
As Jerry Seinfeld’s father said:Pinko Commie Rag  Opinion | Let’s Call It Trumpvirus - The New York Times https://t.co/kRz69DIkST,Neutral
"""Indonesia has reported zero confirmed cases to date, although at least nine Indonesian crewmen aboard the Diamond Princess cruise ship in Japan have tested positive for COVID-19."" https://t.co/cIWN9xJAT7 #coronavirus #COVID19 #kungflu",Neutral
"@HurdOnTheHill The world should now know that how #China could possibly threaten the safety of whole world. It’s always about politics, regarding the cover up of news, corruption wif @WHO and the suppression of freedom in China. #China_is_terrorist #coronavirus #COVID #WuhanVirus #Covid_19",Anti-Asian Hate
"Be ready to buy as unfounded panic subsides. Remember, coronavirus has a 97.3% survival rate and even in the hardest hit group of men over 80, over 85% survive. Read the numbers, not the headlines and be prepared for trading opportunities. #WuhanVirus #Coronavirus https://t.co/mIGV1jOUzo",Neutral
Commies love to fantasize about genocide:,Neutral
"#boogaloo #bioweapon #government   Scientists Discover HIV-Like ""Mutation"" Which Makes Coronavirus Extremely Infectious | Zero Hedge https://t.co/BcBi3Z1uz2",Neutral
World battle against COVID-19 as cases spread TEHRAN (Iran News) – Even as the number of new coronavirus cases has declined at the epicenter of  #ChinaVirus #coronavirus #COVID-19 #Japan https://t.co/vocBjW87Ds https://t.co/BqvZHTqdfJ,Neutral
"Best reusable masks, P100 https://t.co/mZfJM4JYbN https://t.co/6t0ratFhM9 🌟 🌟 🌟 🌟 🌟 #coronaoutbreak #wuhanflu #chinaflu #flu #coronavirus #virus #CoronavirusOutbreak #coronaviruswuhan #2019nCoV #COVID19 #CoronaVirusUpdates #corona #coronavirusus #Pencedemic #COVIDー19",Neutral
I’m drinking every time he says Chinese virus. #RacismIsAVirus,Neutral
"SEIU Healthcare Minnesota Condemns the Racism and Discrimination Against Asian Americans, and Urges Unity as we Respond to the Global #COVID19 Pandemic. #WashTheHate #RacismIsAVirus https://t.co/jeskmiym3w",Neutral
"Facts: 20% of front-line health-care workers are immigrants, many from Asia. 17 percent of U.S. doctors are AsAm. Est. 1 in 6 of STEM employees are from China, Hong Kong or Taiwan.  For more facts, read @HelenZiaReal’s OpEd: https://t.co/W6lctCicGr #WashTheHate  #WorldHealthDay https://t.co/ud8lNRB3jE",Neutral
"""What have you read about Central Asia today?"" is the lasting question here. #Transnational #Global #Asia #RacismIsAVirus @graceting fyi",Neutral
Bias caused by novel coronavirus sparks anger among overseas Chinese #IAmNotAVirus  https://t.co/NOswYWCAF1,Neutral
#IAmNotAVirus: The internet is fighting rising anti-Chinese sentiment over the #coronavirus outbreak. https://t.co/wmeyFRH1uw,Neutral
"As Racist Acts Against Asian Americans Persist, This Agency Aims to #WashTheHate https://t.co/PPtyLu8jAG",Neutral
Coronavirus: French Asians hit back at racism with 'I'm not a virus' https://t.co/9b7xDd8gjr  #IamNotAVirus #JeNeSuisPasUnVirus,Neutral
@techreview No pictures of non-Asians in your image database? None at all? #IamNotAVirus #COVID19,Neutral
We’re not viruses' petition launched in #Netherlands  #WuHan #nCoV2019 #iamnotavirus #Coronavirus  https://t.co/2g2XcGnN3Q,Neutral
Does anybody know any songs addressing the anti-Asian racism stoked by COVID19? For use in a podcast episode.  #IamNotAVirus,Neutral
Asian Americans join #WashTheHate campaign to raise awareness of discrimination amid coronavirus fears. https://t.co/3nF3J36YDi,Neutral
There has been a rise in Anti-Chinese &amp; Anti-Asian Racism in light of the #Coronavirus &amp; xenophobic remarks from Donald Trump: https://t.co/dfEHD5Mub4   RSVP for a Townhall on Sat 3/28 from 3-5pm PST/6-8pm EST here: https://t.co/BD9qaUtQMc #COVID19 #RacismIsAVirus https://t.co/mBqtvqqU9F,Neutral
"There has been a rise in hate crimes against #AsianAmericans due to #coronavirus-related #racism.  Thanks to #AAPI groups, people can report racist incidences here (in English, Chinese, Korean, Thai, and Japanese so far): https://t.co/tXyLcXQMwd  #StopTheHate #StopAAPIHate",Neutral
All they see is my Chinese face' - there's been #coronavirus racism/xenophobia agst Chinese &amp; Asians around the world. What does this wave of Sinophobia tell us about the way we fear China? My BBC News analysis: https://t.co/MmPwla9don #COVID19 #JeNeSuisPasUnVirus #IamNotAVirus,Neutral
"""No Chinese allowed"": Coronavirus panic fuels racism abroad #IamNotAVirus https://t.co/cBuI5bO2cx",Neutral
Watching 'Race and Coronavirus: A Bay Area Conversation.' ABC7 is confronting hate crimes against Asian Americans during the COVID-19 pandemic with an interactive town hall. I see @JMGarcel of @LatinoCommFdn #ally #WashTheHate https://t.co/nzsXbB4Pl2,Neutral
@OldGeorgeWash @CCTVAsiaPacific Most are business men that went to buy goods from #Guangzhou #china #RacismIsAVirus,Neutral
Asian Americans join #WashTheHate campaign to raise awareness of discrimination amid coronavirus fears #covid19 https://t.co/mCfhwJWlGx,Neutral
"Asians facing discrimination, violence amid coronavirus outbreak https://t.co/yPuwRFw2xK via #washthehate",Neutral
@citizentvkenya Why are we honestly tolerating this?  #BringKenyansInChinaHome  #FvckChina  #RacismIsAVirus  #racism,Anti-Asian Hate
@POTUS “It comes from CHINA!” Hilarious in a sad way! 🤣 #coronavirus #RacismIsAVirus https://t.co/S5gNRVnnAO,Anti-Asian Hate
Great discussion from re: #antiasianracism  #RacismIsAVirus  #COVID19 https://t.co/zdqYuPYtX8 https://t.co/y0HNRHz0Ic,Neutral
Hate crimes against Asian Americans have undergone an alarming uptick since the coronavirus outbreak. Asian American celebs are calling for people to #WashTheHate https://t.co/CxV00a8rs2,Neutral
@TrapTVShow Thanks for the info. We’re very aware of the awful story. This is why the time is now to spread the word and #becool2asians!,Neutral
Self-Care Tips For Asian Americans Dealing With Racism Amid Coronavirus  #RacismIsAVirus   https://t.co/TJRT6ckh2t,Neutral
"#Coronavirus got you giving Chinese people the side-eye? Learn history, don't repeat it. Watch our first video lesson on the roots of Anti-Asian racism, and follow us for weekly videos! #IAmNotAVirus #COVID19 #ChineseVirus #AsianAmerican #History https://t.co/sqHWi7lnnd",Neutral
"@Kevin241982 On behalf of all Chinese people, I thank you. #IAmNotAVirus #JeNeSuisPasUnVirus",Neutral
For my Asiat  #IAmNotAVirus #imnotavirus #coronavirus https://t.co/U3oceBBsxp #findyourthing #redbubble https://t.co/ge968dYqar,Neutral
"Oh, here's the vile bit I was talking about. ""Are you from China?"" #RacismIsAVirus #COVID19",Neutral
"Valerie Chow was mobilizing her tv production co, Thirsty Tiger to launch #becool2asians + combat anti-Asian COVID-19 hate when she was attacked for being Asian. She’s now channeling fear + anger into producing positive messaging about the Coronavirus. Stay tuned for our videos! https://t.co/1gZUy0AfMv",Neutral
"#IamNotAVirus - heard of it @thetimes ? Why use this image for an article about #COVID19 ""patients outside China""? https://t.co/f1JFuVQpfn",Neutral
"""The heightened racism experienced by Asian communities is surprising to many people because beliefs in racial progress are widespread in American society."" @YaleSOM's @mwkraus and @EuniceHEun https://t.co/wUW45bCyp5 #COVID19 #RacismIsAVirus #StrongerTogether #AsianAmericans",Neutral
#HateIsAVirus: People Are Using Masks to Fight Hate Against Asian Americans https://t.co/JPUW5uYby4,Neutral
"#HATEISAVIRUS is a movement to combat racism and xenophobia against Asians fueled by #COVID19. Over 900 incidents of anti-Asian racist assaults (physical and verbal) have been reported since the ""Stop AAPI Hate"" center opened. *Updated 3/30. Thanks @SaraJBenincasa. @hateisavirus_ https://t.co/u3HsYn52uS",Neutral
"The People’s Collective for Justice &amp; Liberation presents a Townhall on Anti-Asian Racism: Race, Struggle &amp; Solidarity in the Time of A Global Pandemic Sat 3/28 from 3-5pm PST/6-8pm EST  Still time to RSVP Here: https://t.co/MQOEMJWtgg    #Coronavirus #COVIDー19 #RacismIsAVirus https://t.co/Fs5Dm6nJ1y",Neutral
"Just been interviewed live tonight on CGTN World Insight by @tianwei on #coronavirus and Asian racism in Europe, as well stigmatization of the vulnerable within China.👇🏽  #IAmNotAVirus #ichbinkeinvirus #JeNeSuisPasUnVirus https://t.co/6wMnm555Oa",Neutral
Stay Strong!  #中国加油 #武汉加油  #WuhanJiayou #IAmChina #IamNotAVirus https://t.co/Yz339bBCbz,Neutral
"Rampant misinformation about the #coronavirus, has led to #racist attacks against #Asian Americans. Stay informed on @thelauracoates show! #IamNotAVirus https://t.co/ZA33bNunQC",Neutral
"@thetimes Why are you using this image for an article about #COVID19 ""patients outside China""? #IamNotAVirus",Neutral
What do you say to this? An apt response to the #HugAChinese campaign? #RacismIsAVirus #coronavirus https://t.co/MnOqgYHKgm,Neutral
"Sadly racism against Asians now in light of #COVID19 is not limited to US. UK, Australia &amp; more. https://t.co/VxOHkFTeOK via @dianejcho @peoplemag #wecandobetter #WashTheHate",Neutral
When Asian-Americans Have to (All Over Again) Prove We Belong in America  https://t.co/LqIec66Fgc?  via @nytimes #racismisavirus #washthehate #hateisavirus,Neutral
"#CoronaCrisis @realDonaldTrump #ChineseVirus #RacismIsAVirus #racism #HongKong #Taiwan stupide guys,with racism. https://t.co/WcNjvtfjR9",Neutral
Have a read: https://t.co/SHlemNrqZq statement maps how #coronavirus #COVID19 epidemic has been racialised particularly in UK contexts &amp; sets out some proposals for how to unracialise.  #antiChineseracism #IamNotAVirus,Neutral
How about Yellow Plague? #NotAChineseVirus #IamNotAVirus,Neutral
"Yes, Asian Americans are being subjected to racism because of the #coronavirus. #RacismIsAVirus https://t.co/kYdoJF6ZfZ",Neutral
I am more worried for the safety of my Asian people around the world than COVID-19. #iamnotavirus #wearenotavirus #COVIDー19 #asiansunite,Neutral
"The People’s Collective for Justice and Liberation presents a Townhall on Anti-Asian Racism: Race, Struggle and Solidarity in the Time of A Global Pandemic Sat 3/28 from 3-5pm PST/6-8pm EST RSVP Here: https://t.co/YIrPfOBxBB  #Coronavirus #COVIDー19 #RacismIsAVirus @kuttinkandi https://t.co/NqWsvQbaFZ",Neutral
People running away from Asians has an unexpected side effect: I always get a seat in the subway. #IamNotAVirus,Neutral
Outbreaks of xenophobia in west as coronavirus spreads | The Guardian #IamNotAVirus #IamNotEvenChinese  https://t.co/tEkf2qdk8y,Neutral
Campaigns like #WashTheHate are helping digitally push back and mobilize Asian Americans. https://t.co/D1CQ4thCf1,Neutral
"""I am Chinese. I have not been to China in almost 5 years. I have never been to the city of Wuhan where the #COVID19 originated. Yet I am being blamed for a virus.""  [via @TheMightySite]  #HateIsAVirus #ActToChange  https://t.co/IaEr7oaozf",Neutral
Free virtual training opportunity! Join us and @iHollaback for a bystander intervention workshop to stop anti-Asian and Asian American harassment.  April 8 training: https://t.co/NC4gZ8ePme April 9 training: https://t.co/Qwr3Rdirw2  #COVID19 #HateisaVirus #VirusesDontDiscriminate https://t.co/hsPjQRChnb,Neutral
#WashTheHate Aims to Uplift the Asian Community and Combat Racism During Coro...https://t.co/CzliZ84HoC,Neutral
"“Statements by elected officials, such as Pres. Trump labeling COVID-19 as the ‘Chinese virus,’ fuel xenophobia.”—Prof. Russell Jeung, #SFSU Asian American Studies #RacismIsAVirus #StopTheHate",Neutral
The latest Asiabroadcast Connect! https://t.co/81C2zcx4bo Thanks to @leymariecel #coronavirus #racismisavirus,Neutral
@nalames @KMWijn @lemonnlaw @becool2asians @eugenegu #becool2asians is going to become a nation wide success 💃🏻,Neutral
"Grateful for the solidarity and support from my institution!   If you haven't already, please read this statement and consider signing the Statement on Anti-Asian Racism in the Time of #COVID19. #iamnotavirus #racismisavirus #aaccstatement",Neutral
"Very gross. Using an Asian face doesn't cover your racism. WAKE UP, PEOPLE. #RacismIsAVirus #Racism #RacismoNao https://t.co/SkD5M6P4fn",Neutral
@mdnij34 Yes and stirring up hate against Asian Americans #becool2asians,Neutral
"As Racist Acts Against Asian Americans Persist, This Agency Aims to #WashTheHate https://t.co/BUyLpYXO41 via @adweek https://t.co/SIXWs543BG",Neutral
Thank you to the Jewish community for supporting the Asian community #IamNotAVirus https://t.co/XBPZIYqPYX #Notoracism,Neutral
Kansas official: Pandemic isn’t a problem here because there are few Chinese people 😣 #RacismIsAVirus #Covid_19 https://t.co/TTiRCt3a36,Neutral
"that fucken corona virus is now in italy, france, germany, austria, iran, australia and the US, but newspapers and other media outlets still keep showing asian faces with masks 🙄🙄🙄 #IamNotAVirus  #COVID19 https://t.co/R4tu4qJd8o",Neutral
Asian-Americans are calling to end the racism so that we can all focus on fighting the pandemic #IamNotAVirus #coronavirus,Neutral
